conm,gvkey,datafqtr,bkvq,atq,ltq,cstkq,sic,saleq,isin,sedol,dup
INVS BTSHS 2019 HGH YD CO BD,18777,2018Q1,,,,,6722,,US46138J4031,,0
CHUY'S HOLDINGS INC,187775,2018Q1,144.64099,274.25299,83.642998,.169,5812,93.849998,US1716041017,,0
INVESCO BULLETSHARS 2020 ETF,18778,2018Q1,,,,,6722,,US46138J6010,,0
MAPLE GOLD MINES LTD,187780,2018Q1,-.074000359,4.9429998,5.0170002,40.992001,1040,0,US5651271075,,0
COLUMBIA INDIA CONSUMER ETF,187786,2018Q1,,,,,6722,,US19762B7073,,0
CAPITALA FINANCE CORP,18779,2018Q1,218.20401,532.86401,314.66,.16,6797,12.572,US14054R1068,,0
COMSTOCK METALS LTD,187794,2018Q1,14.318,14.598,.28,19.329,1040,0,US2057192062,,0
SILVER RANGE RESOURCES LTD,187796,2018Q1,5.0290003,5.1100001,.081,35.91,1000,0,US82809P1057,,0
AUTODESK INC,1878,2018Q1,-1803.5001,3911.3999,4040,2001,7370,559.90002,US0527691069,,0
VANECK VECTORS MORTGAGE REIT,187804,2018Q1,,,,,6722,,US92189F4524,,0
MID-CON ENERGY PARTNERS -LP,187810,2018Q1,106.466,221.33501,114.869,,1311,11.33,US59560V1098,,0
MATADOR RESOURCES CO,187812,2018Q1,1362.7661,2275.7051,912.93903,1.094,1311,191.17999,US5764852050,,0
ISHARES MSCI EMG MKTS SM CAP,187821,2018Q1,,,,,6722,,US4642864759,,0
DECISIVE DIVIDEND CORP,18783,2018Q1,-2.3339996,20.867001,13.464,10.744,6799,5.4619999,US24345T1007,,0
FIESTA RESTAURANT GROUP INC,187833,2018Q1,112.81301,419.08401,182.787,.26899999,5812,169.48399,US31660B1017,,0
CARACARA SILVER INC,187851,2018Q1,-.264,.003,.26699999,7.414,1000,0,US1407572049,,0
COMMUNITY CHOICE FINANCIAL,187855,2018Q1,-209.65001,204.01601,412.86401,.090000004,6141,87.651001,US20399A9301,,0
PLEDGE PETROLEUM CORP,18786,2018Q1,.53100002,.66299999,.132,.204,3533,0,US72909F1075,,0
WISDOMTREE EMG MKT CON GRWTH,18789,2018Q1,,,,,6722,,US97717W5397,,0
CENTER COAST MLP & INFRAS FD,18790,2018Q1,,,,,6726,,US1514611003,,0
GAMING & LEISURE PPTYS,18792,2018Q1,1694.3286,7220.4468,4803.5991,2.135,6798,244.53101,US36467J1088,,0
BRIGHTCOVE INC,187959,2018Q1,14.422001,137.709,64.948997,.035,7370,41.194,US10921T1016,,0
LAREDO PETROLEUM INC,187961,2018Q1,941.82996,2087.531,1145.701,2.3829999,1311,259.69601,US5168061068,,0
BROOKFIELD GBL LSTD INFR INC,187962,2018Q1,,,,,6726,,US11273Q1094,,0
ROYCE GLOBAL VALUE TRUST INC,18817,2018Q1,,,,,6726,,US78081T1043,,0
DEUTSCHE X-TRKRS MSCI UK HDG,18818,2018Q1,,,,,6722,,US2330518612,,0
DEUTSCHE X-TRKRS MSCI EUR HD,18819,2018Q1,,,,,6722,,US2330518539,,0
DEUTSCHE X-TRKRS MSCI AP XJP,18821,2018Q1,,,,,6722,,US2330518463,,0
FORTUNE BRANDS HOME & SECUR,188255,2018Q1,-711.59985,5552,3193.7,1.8,2430,1254.6,US34964C1062,,0
OPPENHEIMER ULTRA DIV REV,18829,2018Q1,,,,,6722,,US68386C4015,,0
LIQTECH INTERNATIONAL INC,188355,2018Q1,5.6290007,10.015,4.3829999,.044,3714,2.391,US53632A1025,,0
POTBELLY CORP,18839,2018Q1,111.707,170.593,53.259998,.32100001,5812,102.917,US73754Y1001,,0
SHARING ECONOMY INTL INC,18844,2018Q1,60.844002,76.732002,9.0550003,.0040000002,3550,2.569,US8195341081,,0
HORIZONS ACT FLOAT RATE PFD,18846,2018Q1,,,,,6722,,US44052A2015,,0
EMPIRE STATE REALTY OP LP,18850,2018Q1,1115.5879,4141.813,2168.4751,,6798,168.496,US2921021000,,0
IOWA FIRST BANCSHARES CORP,18854,2018Q1,,477.66,,,6020,,US46246F2020,,0
DIREXION DLY JR GOLD MNRS BU,18861,2018Q1,,,,,6722,,US25460E8518,,0
DIREXION DLY JR GOLD MNRS BE,18862,2018Q1,,,,,6722,,US25460E8773,,0
GALANE GOLD LTD,188661,2018Q1,16.351002,58.486,42.134998,48.146999,1040,12.772,US36316B1089,,0
SANCHEZ ENERGY CORP,188663,2018Q1,-33.420898,2903.842,2937.2629,.85799998,1311,251.228,US79970Y1055,,0
OCI PARTNERS LP,18868,2018Q1,146.97803,645.73901,498.76099,,2860,117.346,US67091N1081,,0
WIX.COM LTD,18869,2018Q1,-9.375988,358.68201,323.633,.079999998,7370,137.77499,USM980681052,,0
NANOFLEX POWER CORP,18870,2018Q1,-10.924,.189,11.113,.0070000002,3674,.15000001,US63009W1080,,0
TWITTER INC,18872,2018Q1,3974.71,7539.4409,2329.0049,.0040000002,7370,664.87097,US90184L1026,,0
COSMOS HOLDINGS INC,18874,2018Q1,-4.460001,13.405,17.825001,.013,5122,11.965,US2214132068,,0
EXP WORLD HOLDINGS INC,18875,2018Q1,5.7780008,21.773001,15.995,.001,6531,61.963001,US30212W1009,,0
QUANTSHARES US MKT NTRL MMTM,188755,2018Q1,,,,,6722,,US3516801038,,0
QUANTSHARES US MKT NTRL SIZE,188756,2018Q1,,,,,6722,,US3516804008,,0
GLYCOMIMETICS INC,18878,2018Q1,238.039,247.42101,9.382,.041999999,2836,0,US38000Q1022,,0
NEXT GROUP HOLDINGS INC,18885,2018Q1,-7.5900006,11.16,14.574,.35800001,4813,19.997999,US65342E1091,,0
CAFEPRESS INC,188855,2018Q1,32.630001,39.972,7.342,.0020000001,5961,14.55,US12769A1034,,0
ALPS RIVERFRONT STRAT INC FD,18886,2018Q1,,,,,6722,,US00162Q7833,,0
TAKUNG ART CO LTD,18892,2018Q1,18.376003,55.082001,36.683998,.011,7370,3.974,US87407Q2075,,0
BLUE CAP REINSURANCE,18894,2018Q1,125.00001,176.10001,51.099998,8.8000002,6331,8,USG1190F1078,,0
TANDEM DIABETES CARE INC,18899,2018Q1,10.473007,144.69901,132.851,.046999998,3845,27.277,US8753722037,,0
FLEXSHRS STOXX GLBL BRD INFS,18902,2018Q1,,,,,6722,,US33939L7955,,0
PROSHARES S&P 500 DIV ARISTO,18904,2018Q1,,,,,6722,,US74348A4673,,0
SPDR SSGA ULTRA SH TERM BOND,18907,2018Q1,,,,,6722,,US78467V7073,,0
AUTOMATIC DATA PROCESSING,1891,2018Q1,1508.8022,35661.102,31707.699,63.900002,7374,3078.8,US0530151036,,0
TREVENA INC,18925,2018Q1,36.305996,68.640999,32.324001,.068000004,2836,0,US89532E1091,,0
DYNAGAS LNG PARTNERS LP,18926,2018Q1,302.96396,1041.188,734.74402,,4412,33.903999,USY2188B1080,,0
KARYOPHARM THERAPEUTICS INC,18930,2018Q1,95.528999,146.373,50.844002,.0049999999,2834,10,US48576U1060,,0
VITAL THERAPIES INC,18936,2018Q1,37.294998,47.007999,9.7130003,.0040000002,2836,0,US92847R1041,,0
XENCOR INC,18938,2018Q1,526.34796,612.27197,74.608002,.55599999,2836,0,US98401F1057,,0
RENAISSANCE IPO ETF,18939,2018Q1,,,,,6722,,US7599372049,,0
PURPOSE HGH INTEREST SAVINGS,18941,2018Q1,,,,,6722,,US74640A1088,,0
AVANTI ENERGY INC,189456,2018Q1,4.546,5.4120002,.866,11.987,1040,0,US0534983095,,0
CARLYLE GROUP LP,189459,2018Q1,3009,12941.8,9898.7998,,6282,702.79999,US14309L1026,,0
QUANTSHARES US MKT NTRL VAL,189464,2018Q1,,,,,6722,,US3516802028,,0
QUANTSHARES US MKT ANTI-BETA,189466,2018Q1,,,,,6722,,US3516807076,,0
ISHARES S&P US DIV GROWERS,189468,2018Q1,,,,,6722,,US46433G1040,,0
VERACYTE INC,18947,2018Q1,16.151003,71.190002,41.181999,.034000002,2835,20.041,US92337F1075,,0
INVESCO FDMTL IN G C BD ETF,189471,2018Q1,,,,,6722,,US46138E6932,,0
HORIZONS ENH INCM U S EQUITY,189477,2018Q1,,,,,6722,,US44049W1009,,0
HORIZONS ENH INCM INT EQUITY,189479,2018Q1,,,,,6722,,US44049N1000,,0
RBC TARGET 2018 CORP BD ETF,189483,2018Q1,,,,,6722,,US74931F1057,,0
RBC TARGET 2019 CORP BD ETF,189484,2018Q1,,,,,6722,,US74931G1031,,0
RBC TARGET 2020 CORP BD ETF,189485,2018Q1,,,,,6722,,US74931H1014,,0
PJX RESOURCES INC,189487,2018Q1,.47999999,.56599998,.086000003,7.7820001,1000,0,US72585A1097,,0
XYLEM INC,189491,2018Q1,-1828,7350,4793,2,3561,1217,US98419M1009,,0
WISDOMTREE GERMANY HDGD EQTY,18951,2018Q1,,,,,6726,,US97717W4481,,0
TEUCRIUM WHEAT FUND,189510,2018Q1,,,,,6722,,US88166A5083,,0
TEUCRIUM SOYBEAN FUND,189511,2018Q1,,,,,6722,,US88166A6073,,0
TEUCRIUM SUGAR FUND,189512,2018Q1,,,,,6722,,US88166A4094,,0
ARES COMMERCIAL REAL ESTATE,189516,2018Q1,420.71399,1744.155,1323.441,.28299999,6798,27.436001,US04013V1089,,0
ENOVA INTERNATIONAL INC,189517,2018Q1,44.661957,1158.2,842.46698,0,6141,254.298,US29357K1034,,0
BROOKFLD DTLA OFFICE TR INV,18952,2018Q1,579.51184,2834.6599,2200.7041,0,6798,75.210999,US1127142099,,0
CHIMATA GOLD CORP,189521,2018Q1,.66900003,1.018,.34900001,2.6600001,1000,0,US16934T2024,,0
ISHARES CORE CDN ST CP MAPLE,189526,2018Q1,,,,,6722,,US46431X1090,,0
MATRRIX ENERGY TECHNOLOGIES,189531,2018Q1,39.454002,45.130001,5.2150002,61.451,1382,7.4749999,US57686E1001,,0
FLEXSHARES MS US MKT FACT FD,189540,2018Q1,,,,,6722,,US33939L1008,,0
FLEXSHARES GLBL UPSTR NAT RE,189541,2018Q1,,,,,6722,,US33939L4077,,0
FLEXSHARES IBOXX 3-YR TAR FD,189542,2018Q1,,,,,6722,,US33939L5066,,0
FLEXSHARES IBOXX 5-YR TAR FD,189543,2018Q1,,,,,6722,,US33939L6056,,0
INVESCO CHI YUAN DS BD ETF,189551,2018Q1,,,,,6722,,US46138E8839,,0
AFRICA ENERGY CORP,189557,2018Q1,4.4059992,16.316999,5.21,108.249,1311,0,US00830W1053,,0
UBI BLOCKCHAIN INTERNET,189563,2018Q1,.34199995,1.364,.93000001,.11,9995,0,US90266C1036,,0
MANNING & NAPIER INC,189567,2018Q1,130.883,194.98,54.897999,.153,6282,42.223999,US56382Q1022,,0
STRATA-X ENERGY LTD,189575,2018Q1,15.672001,16.534,.86199999,46.229,1311,.0099999998,US86271T3059,,0
ISHARES 0-5 YR INV GRD CP BD,18958,2018Q1,,,,,6722,,US46434V1008,,0
ISHARES 0-5 YR HGH YLD CP BD,18959,2018Q1,,,,,6722,,US46434V4077,,0
ALMONTY INDUSTRIES INC,189598,2018Q1,46.912003,163.339,116.427,89.577003,1000,10.767,US0203981032,,0
SPDR S&P SOFTWARE & SERVICES,189603,2018Q1,,,,,6722,,US78464A5992,,0
SPDR S&P HEALTH CARE SRVCS,189604,2018Q1,,,,,6722,,US78464A5737,,0
SPDR S&P AEROSPACE & DEFENSE,189605,2018Q1,,,,,6722,,US78464A6313,,0
DOMINION GAS HOLDINGS LLC,18965,2018Q1,,12088,7758,,4923,526,US25799A0008,,0
PROSHARES ULT VIX ST FUTURES,189656,2018Q1,,,,,6722,,US74347W1633,,0
PROSHARES SHT VIX ST FUTURES,189657,2018Q1,,,,,6722,,US74347W6277,,0
INVS CURRSHS CHINESE RENMINB,189658,2018Q1,,,,,6722,,US46138X1054,,0
XCEL BRANDS INC,189757,2018Q1,-10.944992,135.214,36.321999,.017999999,6794,8.7659998,US98400M1018,,0
ADVISORSHARES WILSHIRE BUYBK,189758,2018Q1,,,,,6722,,US00768Y8185,,0
ROBO GLOBAL ROBOTICS AUTOMN,18977,2018Q1,,,,,6722,,US3015057074,,0
THE ONE GROUP HOSPITALITY,18978,2018Q1,6.8660011,51.623001,44.757,.003,5812,19.517,US88338K1034,,0
EGALET CORP,18982,2018Q1,-39.14101,111.298,144.34801,.048999999,2834,6.2610002,US28226B1044,,0
OXFORD IMMUNOTEC GLOBAL PLC,18983,2018Q1,67.956001,133.817,54.205002,.271,2835,21.370001,USG6855A1037,,0
BSB BANCORP INC,189860,2018Q1,,2747.6021,2563.0371,.097000003,6035,23.313999,US05573H1086,,0
FIRST ASSET MRNGSTR US VALUE,18987,2018Q1,,,,,6722,,US31864L1290,,0
FIRST ASSET MRNGSTR US MOMNT,18988,2018Q1,,,,,6722,,US31864M1190,,0
REDWOOD GBL INFRSTRUCTR INCM,18990,2018Q1,,,,,6726,,US7580531025,,0
CANSO SELECT OPPORTUNITIES,18991,2018Q1,,,,,6726,,US13808W1062,,0
GLOBAL ARENA HOLDINGS INC,189955,2018Q1,-8.2740002,.82300001,9.0970001,.72299999,7370,.028000001,US37951M1027,,0
FIRST TR GLOBAL TACTICAL CMD,18998,2018Q1,,,,,6722,,US33739H1014,,0
MARCUS & MILLICHAP INC,19000,2018Q1,333.409,432.96701,99.557999,.0040000002,6531,174.541,US5663241090,,0
FIDELITY MSCI CONSMR DISCR,19001,2018Q1,,,,,6722,,US3160922049,,0
FIDELITY MSCI CONSMR STAPLES,19003,2018Q1,,,,,6722,,US3160923039,,0
FIDELITY MSCI ENERGY ETF,19004,2018Q1,,,,,6722,,US3160924029,,0
FIDELITY MSCI FINANCIALS ETF,19005,2018Q1,,,,,6722,,US3160925018,,0
FIDELITY MSCI HEALTH CARE,19006,2018Q1,,,,,6722,,US3160926008,,0
FIDELITY MSCI INDUSTRIALS,19007,2018Q1,,,,,6722,,US3160927097,,0
FIDELITY MSCI INFO TECH ETF,19008,2018Q1,,,,,6722,,US3160928087,,0
FIDELITY MSCI MATERIALS ETF,19009,2018Q1,,,,,6722,,US3160928814,,0
FIDELITY MSCI TELECOMM SVCS,19010,2018Q1,,,,,6722,,US3160928731,,0
FIDELITY MSCI UTILITIES ETF,19011,2018Q1,,,,,6722,,US3160928657,,0
PROSHARES ULTRA BLOOMB NT GS,190156,2018Q1,,,,,6722,,US74347Y7067,,0
PROSHARES ULTSH BLOOMB NT GS,190157,2018Q1,,,,,6722,,US74347W3878,,0
NATIONAL CAPITAL BANK/WA,19023,2018Q1,42.733002,432.40302,389.67001,,6020,,US6351621007,,0
RECRO PHARMA INC,19025,2018Q1,-16.073997,178.453,153.877,.19499999,2834,19.542,US75629F1093,,0
MOXIAN INC,19033,2018Q1,-4.928,.88200003,5.8099999,.067000002,7370,.061000001,US6246972078,,0
AXOGEN INC,190355,2018Q1,20.633001,55.171001,33.48,.347,3842,17.26,US05463X1063,,0
500.COM LTD  -ADR,19042,2018Q1,160.69301,239.341,20.313999,.021,7990,6.1259999,US33829R1005,,0
VARONIS SYSTEMS INC,19044,2018Q1,105.479,224.925,119.446,.028999999,7372,53.528,US9222801022,,0
GUIDEWIRE SOFTWARE INC,190455,2018Q1,779.93896,1150.1479,161.74699,.0080000004,7372,108.171,US40171V1008,,0
ETF SERIES VIDENT INTL EQ FD,19052,2018Q1,,,,,6722,,US26922A4040,,0
ROTATION MINERALS LTD,190558,2018Q1,2.089,2.22,.131,4.112,1040,0,US77866A1088,,0
CRYSTAL PEAK MINERALS INC,190560,2018Q1,60.631996,74.866997,14.235,75.828003,1400,0,US22938T1079,,0
MBT FINANCIAL CORP,19057,2018Q1,117.50208,1326.056,1208.554,23.018999,6036,14.74,US5788771021,,0
STAFFING 360 SOLUTIONS INC,190572,2018Q1,-51.903996,78.097,86.337997,0,7363,55.791,US8523873078,,0
ANGKOR GOLD CORP,190576,2018Q1,6.3319998,8.4189997,2.0869999,32.344002,1040,0,US03476B1044,,0
COPPER NORTH MINING CORP,190585,2018Q1,16.555,17.615,1.0599999,39.466999,1000,0,US21751R2067,,0
NORTHISLE COPPER & GOLD INC,190586,2018Q1,10.266001,10.548,.28200001,21.844,1000,0,US66644R1032,,0
GENIE ENERGY LTD,190590,2018Q1,57.186001,125.178,53.478001,.252,4931,89.267998,US3722842081,,0
A V HOMES INC,1906,2018Q1,389.59399,1017.503,589.00598,22.459,1531,152.008,US00234P1021,,0
ALPS ALERIAN ENERGY INFRASTR,19060,2018Q1,,,,,6722,,US00162Q6769,,0
CAMPING WORLD HOLDINGS INC,19071,2018Q1,-301.6882,2974.5139,2884.5371,.36899999,5500,1061.566,US13462K1097,,0
MEMEX INC,19074,2018Q1,1.2980001,3.651,2.0739999,12.406,7373,.36199999,US58600T1088,,0
SCHWAB US DIVIDEND EQTY ETF,190760,2018Q1,,,,,6722,,US8085247976,,0
ISHARES JP MORGAN EM LC ETF,190770,2018Q1,,,,,6722,,US4642865178,,0
ISHARES EDGE MSCI MIN VOL US,190771,2018Q1,,,,,6722,,US46429B6974,,0
ISHARES EDGE MSCI MNVOL EAFE,190772,2018Q1,,,,,6722,,US46429B6891,,0
ISHARES EDGE MSCI MIN VOL GB,190773,2018Q1,,,,,6722,,US4642865251,,0
ISHARES EDGE MSCI MIN VOL EM,190774,2018Q1,,,,,6722,,US4642865335,,0
TMAC RESOURCES INC,19079,2018Q1,749.80005,1159.8,329.39999,886.70001,1040,33,US8725771013,,0
FRANKLIN LIBERTY SH DUR GOVT,19081,2018Q1,,,,,6722,,US3535061085,,0
PROSHARES INV GR INT RT HDGD,19082,2018Q1,,,,,6722,,US74347B6074,,0
BRAEMAR HOTELS & RESORTS INC,19084,2018Q1,505.8869,1422.9919,894.62903,.32499999,6798,95.986,US10482B1017,,0
TONIX PHARMACEUTICALS HLDG,190856,2018Q1,18.490999,20.98,2.369,.0080000004,2834,0,US8902604094,,0
MUNCY BANK FINANCIAL INC,19092,2018Q1,42.865021,429.54501,386.67999,.67799997,6020,4.994,US62600N1037,,0
APT SYSTEMS INC,19093,2018Q1,-.82499999,.20900001,.88499999,.032000002,7372,0,US03834Y1010,,0
N B T BANCORP INC,19094,2018Q1,672.18146,9230.834,8278.1035,.49700001,6020,112.037,US6287781024,,0
NATIONAL BANK HLDGS CORP,190963,2018Q1,515.39282,5657.583,5011.7202,.51499999,6020,70.625999,US6337071046,,0
DEUTSCHE X-TRKRS HRV 300 CHI,19100,2018Q1,,,,,6722,,US2330518794,,0
FLEXSHRS GLOBL QUAL REAL EST,19102,2018Q1,,,,,6722,,US33939L7872,,0
STONECASTLE FINANCIAL CORP,19107,2018Q1,141.29099,182.59599,41.305,.0070000002,6799,4.2340002,US8617801043,,0
ISHARES 1-10 YR LDR GOVT BD,191156,2018Q1,,,,,6722,,US46431U1051,,0
ISHARES 1-10 YR LDR GRWS CR,191157,2018Q1,,,,,6722,,US46432J1097,,0
BIOCEPT INC,19117,2018Q1,8.5080004,14.748,6.2399998,.0070000002,2835,.80699998,US09072V4023,,0
NASB FINANCIAL INC,19124,2018Q1,219.49506,2011.4301,1774.224,1.48,6035,35.577,US6289681099,,0
GLOBAL X NEXT EMG & FRONTIER,19125,2018Q1,,,,,6722,,US37950E2182,,0
MARRIOTT VACATIONS WORLDWIDE,191255,2018Q1,1066.23,2759.9509,1693.7209,.37,7011,570.849,US57164Y1073,,0
FIRST ASSET TECH GIANTS COV,191256,2018Q1,,,,,6722,,US31863X1081,,0
HALLADOR ENERGY CO,19129,2018Q1,256.18698,518.83197,262.64499,.29899999,1220,66.787003,US40609P1057,,0
AVERY DENNISON CORP,1913,2018Q1,84.60022,5280.5,4190.7998,124.1,2670,1776.4,US0536111091,,0
TORTOISE PIPELINE & ENRGY FD,191355,2018Q1,,,,,6726,,US89148H1086,,0
OHIO VALLEY BANC CORP,19137,2018Q1,103.362,1096.421,985.21002,5.3790002,6020,15.785,US6777191064,,0
SYNERGY CHC CORP,19138,2018Q1,-3.3679991,23.033001,13.475,.001,2834,9.7010002,US87165D1090,,0
KINDRED BIOSCIENCES INC,19143,2018Q1,76.156998,80.167,4.0100002,.003,2836,0,US4945771099,,0
ULTRAGENYX PHARMACEUTICAL,19149,2018Q1,542.12897,817.34998,93.693001,.050000001,2836,10.677,US90400D1081,,0
OLD SECOND BANCORP INC/IL,19150,2018Q1,187.55922,2366.4851,2162.4839,34.716999,6020,30.621,US6802771005,,0
TELECOM ITALIA SPA,19151,2018Q1,-15492.398,81272.578,52145.633,14386.064,4813,5871.7119,US87927Y1029,,0
CARA THERAPEUTICS INC,19154,2018Q1,72.103004,80.635002,8.5319996,.033,2836,0,US1407551092,,0
PENNS WOODS BANCORP INC,19159,2018Q1,119.62704,1526.745,1388.632,41.748001,6020,15.282,US7084301032,,0
EXTENDED STAY AMERICA INC,19163,2018Q1,1224.9451,3991.2141,2689.542,1.906,7011,297.767,US30224P2002,,0
BMO CANADIAN DIVIDEND ETF,191655,2018Q1,,,,,6722,,US05590R1059,,0
DEL TACO RESTAURANTS INC,19168,2018Q1,-141.48901,743.13397,322.974,.0040000002,5812,112.554,US2454961044,,0
GLOBAL X FTSE PORTUGAL 20,19170,2018Q1,,,,,6722,,US37950E1929,,0
RSP PERMIAN INC,19171,2018Q1,4410.7969,6500.1201,2089.323,1.594,1311,276.32199,US74978Q1058,,0
A-MARK PRECIOUS METALS INC,19172,2018Q1,54.099976,516.53998,443.19901,.071000002,5051,2163.79,US00181T1079,,0
VINCE HOLDING CORP,19175,2018Q1,-49.056,225.957,156.629,.116,2300,54.514,US92719W2070,,0
BMO LW VOLATILITY CDN EQ ETF,191755,2018Q1,,,,,6722,,US05573T1025,,0
BMO CVRD CL DJIA HD CAD ETF,191756,2018Q1,,,,,6722,,US05573X1037,,0
BMO COVERED CALL UTLS ETF,191758,2018Q1,,,,,6722,,US05590N1046,,0
CYPRESS ENERGY PARTNERS LP,19184,2018Q1,-69.506012,161.36099,152.675,,1389,64.825996,US2327511075,,0
SEMLER SCIENTIFIC INC,19189,2018Q1,-1.5240002,4.257,5.7810001,.0060000001,3845,4.4629998,US81684M1045,,0
AVNET INC,1919,2018Q1,3775.136,9773.1582,4529.0552,121.235,5065,4660.9429,US0538071038,,0
GEAR ENERGY LTD,19191,2018Q1,151.927,303.34601,151.41901,311.23999,1311,17.549,US36830P1049,,0
INVESCO KBW BANK ETF,191964,2018Q1,,,,,6722,,US46138E6288,,0
INVESCO KBW REGINL BANKG ETF,191965,2018Q1,,,,,6722,,US46138E5785,,0
AVON PRODUCTS,1920,2018Q1,-459.50006,3640.3999,3913.2,190.3,2844,1393.5,US0543031027,,0
CAPRICOR THERAPEUTICS INC,19205,2018Q1,10.452,15.388,4.8540001,.028000001,2836,.40000001,US14070B1017,,0
NORTHERN TECH INTL,19209,2018Q1,51.077,58.195999,5.8280001,.090999998,2890,11.543,US6658091094,,0
ACADIA HEALTHCARE CO INC,192255,2018Q1,-144.15991,6584.729,3858.4519,.87300003,8060,742.24103,US00404A1097,,0
SYMPHONY FLOATING RATE SR LN,192256,2018Q1,,,,,6726,,US87158A1043,,0
DOUBLELINE INCM SOLUTIONS TR,19239,2018Q1,,,,,6726,,US25862Q1067,,0
BAYLIN TECHNOLOGIES INC,19259,2018Q1,17.125,115.241,59.008999,111.004,3670,29.438,US0728191059,,0
AZZ INC,1926,2018Q1,95.926971,1070.184,493.784,26.027,3640,262.23599,US0024741045,,0
COMMUNITY TRUST BANCORP INC,19262,2018Q1,468.29279,4195.7368,3658.248,88.602997,6020,53.889999,US2041491083,,0
DIRTT ENVIRONMENTL SOLUTIONS,19267,2018Q1,146.13699,227.194,53.842999,195.758,2522,80.749001,US25490H1068,,0
CAMBRIA FOREIGN SHRHLD YIELD,19269,2018Q1,,,,,6722,,US1320613003,,0
TEXTMUNICATION HOLDINGS INC,19272,2018Q1,-.0040000081,.54299998,.47499999,0,4899,.264,US8831782045,,0
ENABLE MIDSTREAM PARTNERS LP,19273,2018Q1,7167,11687,4068,,4922,748,US2924801002,,0
INOGEN INC,19274,2018Q1,239.45099,299.88199,53.544998,.021,3845,79.051003,US45780L1044,,0
BLUEROCK RESIDENTIAL GROWTH,19275,2018Q1,646.74896,1759.828,1111.041,.23800001,6798,44.332001,US09627J1025,,0
MONEDA LATAM CORP BOND FUND,192855,2018Q1,,,,,6726,,US60923R1086,,0
FISSION 3.0 CORP,19293,2018Q1,9.7150002,10.287,.57200003,22.868,1090,0,US3381242094,,0
AUTOHOME INC  -ADR,19295,2018Q1,1097.3311,1930.175,585.37097,,7370,205.34599,US05278C1071,,0
CHENIERE ENERGY PTNRS LP LLC,19296,2018Q1,5.277,5.7449999,.46799999,664.93103,4924,0,US16411W1080,,0
PREFORMED LINE PRODUCTS CO,19305,2018Q1,220.58099,375.961,128.94,12.635,3640,98.139,US7404441047,,0
ALVOPETRO ENERGY LTD,19309,2018Q1,65.068001,68.108002,3.04,151.937,1311,.103,US02255Q1004,,0
SARAMA RESOURCES LTD,193162,2018Q1,4.3500004,4.8660002,.51599997,45.613998,1040,0,US8031601003,,0
AMERICA GREAT HEALTH,19317,2018Q1,-.061999999,.003,.064999998,0,9995,0,US02365T1016,,0
PARK NATIONAL CORP,19318,2018Q1,670.47144,7518.9702,6766.1958,307.24899,6020,100.617,US7006581075,,0
KAIZEN DISCOVERY INC,19323,2018Q1,4.7139997,5.599,.88499999,45.987,1000,0,US48311A1007,,0
GREENKRAFT INC,19331,2018Q1,-2.7480001,2.1370001,4.8850002,.105,3714,.112,US39530U1007,,0
ISHARES LIQUIDITY INCOME ETF,19347,2018Q1,,,,,6722,,US46434V8789,,0
SIEMENS AG,19349,2018Q1,8164.1367,163566.52,109005.88,3065.6101,9997,23831.211,US8261975010,,0
ECO-STIM ENERGY SOLUTIONS,19350,2018Q1,60.472,99.025002,38.553001,.075000003,1389,17.778999,US27888D1019,,0
HORIZONS ETF TRST,19351,2018Q1,,,,,6722,,US44053G1085,,0
CARE.COM INC,19352,2018Q1,79.907997,200.032,52.317001,.030999999,7370,47.325001,US1416331072,,0
GRANDE WEST TRANSPORTATION,19354,2018Q1,16.442999,56.153999,37.881001,34.671001,3713,22.440001,US38656C1009,,0
SIMMONS FIRST NATL CP  -CL A,19355,2018Q1,1163.8599,15597.309,13488.258,.92199999,6020,194.674,US8287302009,,0
CARDINAL ENERGY LTD,19359,2018Q1,737.20093,1216.075,478.87399,1060.501,1311,54.839001,US14150G4001,,0
SOMERSET TRUST HOLDING CO,19366,2018Q1,,1166.204,1080.725,3.447,6020,16.167999,US8351261032,,0
WISDOMTREE BLMBRG US DOLR BU,19368,2018Q1,,,,,6722,,US97717W4713,,0
WISDOMTREE NEGAT DURATION US,19369,2018Q1,,,,,6722,,US97717W3640,,0
WISDOMTREE INTRST RATE HG US,19370,2018Q1,,,,,6722,,US97717W3806,,0
WISDOMTREE NEG DUR HIG YLD,19371,2018Q1,,,,,6722,,US97717W3988,,0
WISDOMTREE INT RAT HDG HI YL,19372,2018Q1,,,,,6722,,US97717W4309,,0
LIBERTY BIOPHARMA INC,19375,2018Q1,-.7810002,4.323,.95499998,14.404,2836,0,US5302823001,,0
FREEDOM LEAF INC,19378,2018Q1,-.071999967,1.021,1.079,.125,2721,.001,US35640T1088,,0
WELLESLEY BANCORP INC,193855,2018Q1,60.103027,821.89203,761.789,.025,6020,8.4169998,US9494851069,,0
MALIBU BOATS INC,19391,2018Q1,-16.348007,361.48099,246.974,.20200001,3730,103.541,US56117J1007,,0
DENNYS CORP,19398,2018Q1,-222.88602,333.58899,455.004,1.0829999,5812,155.27299,US24869P1049,,0
G-III APPAREL GROUP LTD,19402,2018Q1,330.34302,2040.563,957.63898,.26199999,2300,611.74298,US36237H1014,,0
INTRA-CELLULAR THERAPIES INC,19412,2018Q1,423.189,445.63901,22.450001,.0049999999,2836,0,US46116X1019,,0
